0	0
0.0106276	0
0.0205496	-4.04774E-017
0.0304548	-1.13529E-010
0.0403327	-1.42319E-007
0.0501785	-5.47748E-006
0.0606938	-4.1055E-005
0.0704725	-0.000122633
0.080226	-0.000253252
0.0900012	-0.000439378
0.100433	-0.00072205
0.110154	-0.000942605
0.120624	-0.00067277
0.130356	0.000476457
0.140114	0.00253673
0.150576	0.00539011
0.160337	0.0081334
0.170099	0.0104219
0.180602	0.0119788
0.190402	0.0125713
0.200209	0.0126518
0.210701	0.0126173
0.220551	0.0126293
0.230386	0.0126423
0.240214	0.0126657
0.250039	0.0127128
0.260587	0.012772
0.270429	0.0128398
0.280263	0.0129348
0.290082	0.0130564
0.30059	0.0132081
0.310384	0.0133724
0.320168	0.0135356
0.330648	0.0136604
0.340427	0.0136981
0.350203	0.0136613
0.360677	0.0135783
0.370452	0.0135134
0.380228	0.0135089
0.390004	0.0135903
0.400478	0.0137659
0.410256	0.013981
0.420049	0.0142125
0.430521	0.0144562
0.440291	0.0146736
0.450061	0.0148793
0.460528	0.0150874
0.470302	0.0152725
0.48009	0.0154497
0.490559	0.0156326
0.500329	0.0158012
0.510099	0.0159662
0.520569	0.0161345
0.530345	0.016286
0.540125	0.0164415
0.550601	0.0166273
0.560378	0.0168308
0.570159	0.0170664
0.580641	0.0173443
0.590422	0.0176096
0.600201	0.0178631
0.610682	0.0181106
0.620463	0.0183201
0.630242	0.0185156
0.640021	0.0187041
0.650501	0.0189041
0.660282	0.0190904
0.670063	0.0192753
0.680548	0.0194714
0.69034	0.0196539
0.700134	0.0198361
0.710629	0.0200305
0.720423	0.0202117
0.730211	0.0203922
0.740693	0.020582
0.750472	0.0207529
0.76025	0.0209163
0.770028	0.0210729
0.780505	0.0212354
0.790283	0.0213863
0.800063	0.0215414
0.810542	0.0217162
0.820319	0.0218879
0.830097	0.0220659
0.840575	0.0222613
0.850355	0.0224452
0.860138	0.0226278
0.870624	0.0228209
0.880416	0.0229991
0.890203	0.0231753
0.900687	0.0233619
0.910468	0.0235348
0.920247	0.0237071
0.930025	0.0238788
0.940502	0.0240614
0.950282	0.0242306
0.960062	0.0243992
0.970539	0.0245795
0.980318	0.0247479
0.990097	0.0249171
1.00057	0.0251001
1.01035	0.0252721
1.02013	0.0254443
1.03061	0.025629
1.04039	0.0258016
1.05017	0.0259738
1.06064	0.0261572
1.07042	0.0263279
1.0802	0.0264982
1.09068	0.0266797
1.10046	0.0268483
1.11024	0.0270168
1.12002	0.0271853
1.1305	0.0273652
1.14028	0.0275325
1.15006	0.0276997
1.16054	0.0278781
1.17032	0.0280438
1.1801	0.0282088
1.19058	0.0283854
1.20035	0.02855
1.21013	0.0287143
1.22061	0.0288903
1.23039	0.0290549
1.24017	0.0292195
1.25064	0.0293957
1.26042	0.0295601
1.2702	0.0297245
1.28068	0.0299005
1.29046	0.0300644
1.30024	0.030228
1.31001	0.0303915
1.32049	0.0305664
1.33027	0.0307293
1.34005	0.0308918
1.35053	0.0310658
1.3603	0.031228
1.37008	0.0313896
1.38056	0.0315626
1.39034	0.0317239
1.40012	0.031885
1.41059	0.0320572
1.42037	0.0322178
1.43015	0.0323784
1.44063	0.0325502
1.45041	0.0327102
1.46019	0.0328701
1.47066	0.0330413
1.48044	0.0332007
1.49022	0.0333598
1.5007	0.0335301
1.51047	0.0336889
1.52025	0.0338474
1.53003	0.0340057
1.54051	0.0341751
1.55029	0.0343331
1.56006	0.0344908
1.57054	0.0346594
1.58032	0.0348166
1.5901	0.0349737
1.60058	0.0351416
1.61035	0.035298
1.62013	0.0354543
1.63061	0.0356215
1.64039	0.0357773
1.65016	0.0359329
1.66064	0.0360994
1.67042	0.0362546
1.6802	0.0364096
1.69067	0.0365754
1.70045	0.03673
1.71023	0.0368844
1.72001	0.0370386
1.73049	0.0372035
1.74027	0.0373572
1.75005	0.0375109
1.76052	0.0376752
1.7703	0.0378282
1.78008	0.0379811
1.79056	0.0381449
1.80034	0.0382973
1.81011	0.0384494
1.82059	0.0386124
1.83037	0.0387644
1.84015	0.038916
1.85063	0.0390781
1.86041	0.0392294
1.87018	0.0393805
1.88066	0.0395419
1.89044	0.0396925
1.90022	0.039843
1.91069	0.0400039
1.92047	0.0401538
1.93025	0.0403035
1.94003	0.0404532
1.95051	0.0406133
1.96029	0.0407623
1.97007	0.0409113
1.98054	0.0410708
1.99032	0.0412193
2	0.041366
