0	0
0.001	0
0.002	0
0.003	0
0.004	0
0.005	0
0.006	0
0.007	0
0.008	0
0.009	0
0.01	0
0.011	-1.3507E-025
0.012	-6.60383E-023
0.013	-5.97211E-021
0.014	-2.38357E-019
0.015	-5.59215E-018
0.016	-8.91213E-017
0.017	-1.05226E-015
0.018	-9.7492E-015
0.019	-7.38202E-014
0.02	-4.70767E-013
0.021	-2.58743E-012
0.022	-1.24809E-011
0.023	-5.36146E-011
0.024	-2.07576E-010
0.025	-7.31575E-010
0.026	-2.36689E-009
0.027	-7.08031E-009
0.028	-1.97047E-008
0.029	-5.12949E-008
0.03	-1.25494E-007
0.031	-2.89763E-007
0.032	-6.33814E-007
0.033	-1.31779E-006
0.034	-2.61232E-006
0.035	-4.95125E-006
0.036	-8.99563E-006
0.037	-1.57039E-005
0.038	-2.64003E-005
0.039	-4.28288E-005
0.04	-6.71801E-005
0.041	-0.000102078
0.042	-0.000150514
0.043	-0.000215734
0.044	-0.000301069
0.045	-0.000409739
0.046	-0.000544642
0.047	-0.000708159
0.048	-0.000902
0.049	-0.0011271
0.05	-0.00138363
0.051	-0.00167102
0.052	-0.00198811
0.053	-0.00233332
0.054	-0.00270482
0.055	-0.00310072
0.056	-0.0035192
0.057	-0.00395856
0.058	-0.00441722
0.059	-0.00489367
0.06	-0.00538633
0.061	-0.00589347
0.062	-0.00641307
0.063	-0.00694279
0.064	-0.00747996
0.065	-0.00802165
0.066	-0.00856487
0.067	-0.0091067
0.068	-0.00964454
0.069	-0.0101763
0.07	-0.0107007
0.071	-0.011217
0.072	-0.0117255
0.073	-0.0122273
0.074	-0.0127242
0.075	-0.0132185
0.076	-0.0137133
0.077	-0.0142118
0.078	-0.0147176
0.079	-0.0152346
0.08	-0.015767
0.081	-0.016319
0.082	-0.0168949
0.083	-0.0174994
0.084	-0.0181366
0.085	-0.0188107
0.086	-0.0195247
0.087	-0.0202807
0.088	-0.021079
0.089	-0.0219175
0.09	-0.0227912
0.091	-0.0236916
0.092	-0.024606
0.093	-0.0255176
0.094	-0.0264049
0.095	-0.0272419
0.096	-0.0279987
0.097	-0.0286415
0.098	-0.0291337
0.099	-0.0294362
0.1	-0.0295087
0.101	-0.0293099
0.102	-0.0287989
0.103	-0.0279355
0.104	-0.0266811
0.105	-0.0249991
0.106	-0.0228559
0.107	-0.0202212
0.108	-0.0170686
0.109	-0.0133767
0.11	-0.00912926
0.111	-0.004316
0.112	0.00106682
0.113	0.00701608
0.114	0.0135216
0.115	0.0205661
0.116	0.0281253
0.117	0.0361686
0.118	0.0446594
0.119	0.0535562
0.12	0.0628133
0.121	0.0723817
0.122	0.0822103
0.123	0.0922464
0.124	0.102437
0.125	0.112728
0.126	0.123068
0.127	0.133404
0.128	0.143688
0.129	0.153869
0.13	0.163903
0.131	0.173746
0.132	0.183357
0.133	0.192697
0.134	0.201733
0.135	0.210432
0.136	0.218766
0.137	0.226709
0.138	0.234237
0.139	0.241331
0.14	0.247971
0.141	0.254142
0.142	0.259827
0.143	0.265013
0.144	0.269686
0.145	0.273835
0.146	0.277448
0.147	0.280513
0.148	0.28302
0.149	0.284961
0.15	0.286325
0.151	0.287107
0.152	0.287299
0.153	0.286897
0.154	0.285899
0.155	0.284305
0.156	0.282116
0.157	0.27934
0.158	0.275984
0.159	0.27206
0.16	0.267585
0.161	0.262574
0.162	0.25705
0.163	0.251036
0.164	0.244558
0.165	0.237643
0.166	0.230321
0.167	0.222623
0.168	0.214582
0.169	0.206233
0.17	0.197611
0.171	0.188755
0.172	0.179702
0.173	0.170495
0.174	0.161172
0.175	0.151777
0.176	0.142352
0.177	0.132938
0.178	0.123578
0.179	0.114313
0.18	0.105185
0.181	0.0962322
0.182	0.0874931
0.183	0.0790051
0.184	0.0708032
0.185	0.0629215
0.186	0.0553915
0.187	0.0482428
0.188	0.0415024
0.189	0.0351941
0.19	0.029339
0.191	0.0239535
0.192	0.0190506
0.193	0.0146381
0.194	0.0107191
0.195	0.00729126
0.196	0.00434685
0.197	0.00187289
0.198	-0.000149192
0.199	-0.00174298
0.2	-0.00293698
0.201	-0.00376399
0.202	-0.00426054
0.203	-0.00446613
0.204	-0.00442237
0.205	-0.00417206
0.206	-0.00375818
0.207	-0.00322283
0.208	-0.00260632
0.209	-0.00194612
0.21	-0.00127613
0.211	-0.000625879
0.212	-2.00824E-005
0.213	0.000521739
0.214	0.000985457
0.215	0.00136224
0.216	0.00164839
0.217	0.00184492
0.218	0.00195708
0.219	0.00199368
0.22	0.0019664
0.221	0.00188899
0.222	0.00177646
0.223	0.0016443
0.224	0.00150769
0.225	0.00138082
0.226	0.00127629
0.227	0.00120462
0.228	0.0011739
0.229	0.0011896
0.23	0.00125445
0.231	0.00136857
0.232	0.00152967
0.233	0.0017333
0.234	0.00197331
0.235	0.00224227
0.236	0.0025319
0.237	0.00283363
0.238	0.00313897
0.239	0.00343993
0.24	0.00372941
0.241	0.00400137
0.242	0.0042511
0.243	0.00447526
0.244	0.00467197
0.245	0.0048407
0.246	0.00498221
0.247	0.00509839
0.248	0.00519203
0.249	0.00526665
0.25	0.00532623
0.251	0.00537501
0.252	0.00541726
0.253	0.00545715
0.254	0.00549851
0.255	0.00554483
0.256	0.00559913
0.257	0.00566396
0.258	0.00574141
0.259	0.00583313
0.26	0.00594042
0.261	0.00606425
0.262	0.00620532
0.263	0.00636415
0.264	0.00654101
0.265	0.00673601
0.266	0.00694905
0.267	0.0071798
0.268	0.00742766
0.269	0.00769172
0.27	0.00797072
0.271	0.00826304
0.272	0.0085667
0.273	0.00887933
0.274	0.0091983
0.275	0.00952075
0.276	0.00984365
0.277	0.010164
0.278	0.0104789
0.279	0.0107857
0.28	0.011082
0.281	0.0113662
0.282	0.0116369
0.283	0.0118936
0.284	0.0121364
0.285	0.0123661
0.286	0.0125843
0.287	0.0127928
0.288	0.0129942
0.289	0.0131911
0.29	0.0133866
0.291	0.0135834
0.292	0.0137843
0.293	0.0139915
0.294	0.0142068
0.295	0.0144312
0.296	0.014665
0.297	0.0149077
0.298	0.015158
0.299	0.0154137
0.3	0.0156718
0.301	0.0159286
0.302	0.0161801
0.303	0.0164215
0.304	0.016648
0.305	0.0168547
0.306	0.0170366
0.307	0.017189
0.308	0.0173074
0.309	0.0173878
0.31	0.0174269
0.311	0.0174215
0.312	0.0173694
0.313	0.0172689
0.314	0.0171188
0.315	0.0169184
0.316	0.0166677
0.317	0.0163669
0.318	0.0160168
0.319	0.0156183
0.32	0.0151728
0.321	0.0146817
0.322	0.0141467
0.323	0.0135696
0.324	0.0129525
0.325	0.0122974
0.326	0.0116067
0.327	0.0108827
0.328	0.0101281
0.329	0.00934587
0.33	0.00853893
0.331	0.00771067
0.332	0.00686461
0.333	0.0060045
0.334	0.00513441
0.335	0.0042585
0.336	0.00338113
0.337	0.00250671
0.338	0.00163985
0.339	0.000785033
0.34	-5.3265E-005
0.341	-0.000870637
0.342	-0.0016629
0.343	-0.00242596
0.344	-0.00315604
0.345	-0.00384959
0.346	-0.00450337
0.347	-0.00511443
0.348	-0.00568005
0.349	-0.00619791
0.35	-0.00666591
0.351	-0.00708228
0.352	-0.00744542
0.353	-0.00775409
0.354	-0.0080072
0.355	-0.00820393
0.356	-0.00834364
0.357	-0.00842588
0.358	-0.00845043
0.359	-0.00841723
0.36	-0.00832639
0.361	-0.00817825
0.362	-0.00797328
0.363	-0.00771219
0.364	-0.00739585
0.365	-0.00702532
0.366	-0.00660193
0.367	-0.00612714
0.368	-0.00560268
0.369	-0.00503046
0.37	-0.0044126
0.371	-0.00375148
0.372	-0.00304959
0.373	-0.00230968
0.374	-0.00153457
0.375	-0.000727382
0.376	0.00010873
0.377	0.000970478
0.378	0.00185443
0.379	0.00275716
0.38	0.00367504
0.381	0.00460454
0.382	0.005542
0.383	0.00648381
0.384	0.00742639
0.385	0.00836605
0.386	0.0092993
0.387	0.0102227
0.388	0.0111328
0.389	0.0120263
0.39	0.0129002
0.391	0.0137513
0.392	0.014577
0.393	0.0153747
0.394	0.0161418
0.395	0.0168764
0.396	0.0175764
0.397	0.0182404
0.398	0.0188669
0.399	0.019455
0.4	0.0200037
0.401	0.0205128
0.402	0.0209819
0.403	0.0214111
0.404	0.0218007
0.405	0.0221515
0.406	0.0224641
0.407	0.0227397
0.408	0.0229796
0.409	0.0231852
0.41	0.0233581
0.411	0.0235001
0.412	0.0236131
